id,category,title,body
453,consommer,Interdiction des TV 4K et 8K et limitation objet connecté,"Depuis quelques mois/années les fabricants de téléviseurs vendent des télévisions 4K (ainsi que des cameras, appareils photos...) et bientôt ce sera le 8K... alors que nous avons tous déjà une télévision, la plupart du temps HD.
Très honnêtement, je ne pense pas que téléspectateurs moyens voient la différence entre de la 4K et de la HD, ou en tout cas la HD est déjà de très bonne qualité. Il n'y a donc pas d'intérêts à la remplacer par de la 4K/8K.
La fabrication de ces nouvelles TV consomment énormément de ressources abiotiques (minerai/métaux rares) et leur utilisation consomme énormément d'électricité et le tout émet beaucoup de GES.
De plus, les fichiers vidéo 4K sont très lourds. Cela implique d'avoir énormément de stockage (production/utilisation disques durs) et consomme énormément d'énergie pour le streaming (transfert des données) et l'affichage.
La télévision n'est pas un objet essentiel pour notre vie, nous devons/pouvons donc limiter son impact, notamment en interdisant le 4K ou à minima le 8K. En faisant cela, c'est la production de millions de TV qui peut être évité.

Attention également aux objets connectés qui nécessitent beaucoup de matières premières (métaux) pour être fabriqués et la plupart du temps jamais recyclés."
375,consommer,Taxe progressive sur les trajets en avion au départ ou à destination de la France,"Instaurer une taxe progressive qui inciterait les personnes voyageant en avion à l'utiliser le moins possible :
On peut imaginer que le premier aller-retour en avion effectué par une personne physique ou morale (pour une entreprise par exemple) chaque année soit exempté de taxe puis qu'une taxe progressive et extrêmement dissuasive soit mise en place pour des voyages en avion répétitif. Avec par exemple :
 - 2ème voyage aller retour dans l'année : 10 % de taxe
 - 3ème voyage aller retour dans l'année : 50 % de taxe
 - 4ème voyage aller retour dans l'année : 100 % de taxe etc..
Cela affecterait pas les personnes avec peu de moyen (donc forte dimension de justice sociale) et servirait de levier de pression pour reconsidérer les voyages polluants en avion à répétition qu'ils soient effectués par des particuliers ou des entreprises.
La taxe ainsi récoltée pourrait par exemple être redistribuée pour tous les citoyens qui n'ont pas pris l'avion dans l'année pour les en remercier de façon directe et valoriser leur comportement exemplaire."
430,consommer,Surtaxer (ou interdire) les produits superficiels,"Consommer mieux, consommer moins... et surtout consommer utilement !

Il convient de lutter contre la consommation de biens superficiels. Ne sont évidemment pas concernés ici les denrées alimentaires du quotidien, ni l'habillement courant, ni les services, etc. Mais les biens dommageables à l'environnement et/ou énergivores, dont on se passe très bien. Il s'agit notamment de :
- objects connectés ""tendance"" : des montres connectées (nécessitant des métaux rares, et une recharge quotidienne), jusqu'à la fourchette et au maillot de bain connectés !
- électroménager de sur-équipement : robots aspirateurs, balai à récurer électrique...
- fausses inventions, souvent proches de l'arnaque : localisateur de bagages blutooth (= qui permet de savoir où est votre valise quand vous partez en voyage... mais ne fonctionnant que si on est à moins de 15m d'elle !) ; faux ""climatiseurs"" (ventilateur avec un glaçon)
- tous les produits de luxe qui ont un fort impact sur l'environnement (voiture de luxe, vêtements haute couture, etc)

Pour cette lute, 2 moyens :
- les interdire, et traquer les contrevenants (notamment pour les vendeurs d'objets ""arnaques"" / ne tenant pas leur promesses)
- les surtaxer : pour les décourager via le signal-prix, tout en rapportant un peu d'argent aux caisses de l'état (il en faut / finançant des projets de la transition)"
608,consommer,Sortir du modèle de l'hypermarché et des Zones commerciales en périphérie des villes,"Les zones commerciales n'ont du succès que parce qu'elles sont facilement accessibles en voiture. Or, elles posent de nombreux problèmes :

— Comme elles sont éloignéss des centre-villes, chacun vient avec sa voiture.

— Destruction de vastes espaces naturels et agricoles en périphérie, alors que ces espaces pourraient être des puits de carbone.

— Enlaidissement du paysage à l'entrée des villes et appauvrissement des coeurs de ville du fait de la concurrence.

Quelques mesures pourraient être prises pour limiter, voire faire disparaître, ce modèle de consommation qui n'existe que parce que la voiture individuelle est le modèle dominant :

— Obliger les hypermarchés à financer des navettes régulières, voire les obliger à proposer des réductions pour inciter à venir en navette.

— Informer les consommateurs sur le fait que les hypermarchés ne sont pas si bon marché, lorsqu'on ajoute le prix du carburant dépensé pour s'y rendre

— Faire prendre conscience qu'acheter local sur les marchés auprès d'un agriculteur de la région coûtera toujours moins cher et sera de meilleure qualité que les produits frais des hypermarchés (bio y compris)

— A terme, interdire la construction de toute nouvelle zone commerciale en périphérie. Favoriser, à la place, le développement de commerces plus variés en centre-ville et/ou créer de nouveaux ""centre-villes"" dans les quartiers autour des villes"
3399,consommer,Impact de la mise en vente d'un nouveau produit de consommation durable  sur le marché,"Pour la mise en place d'un nouveau produit de consommation durable (téléphones, TV, ordinateurs, électroménager, machines outils, voitures, avions....), les fabricants doivent garantir une diminution de la consommation de Co2 de 5 ou 10%(échelle à construire) du nouveau produit par rapport à son prédécesseur sur l'ensemble de sa durée de vie (conception, fabrication, transport, usage)."
456,consommer,Interdire l'emballage du bio dans du plastique ,"L'agriculture biologique est censée contribuer à une consommation plus propice à la préservation de l'environnement. Pourtant, ses produits sont sur-emballés dans les supermarchés, ce qui peut décourager à acheter du bio."
803,consommer,Révolutionner la publicité !,"Diminuer fortement nos émissions de GES implique de revoir nos modes de consommation. A cet égard, la publicité est un levier d'action extrêmement puissant, notamment au travers des imaginaires qu'elle transmet, des désirs qu'elle suscite et des normes sociales qu'elle est capable d'instaurer et de conforter.
Les acteurs de la lutte contre le changement climatique, en premier lieu desquels l'Ademe, ont bien pris conscience de cet enjeu, mais leurs moyens restent limités et le rapport de force avec les principaux acteurs économiques demeure très défavorable.
Pourtant, une révision réglementaire simple des activités publicitaires serait facile à mettre en oeuvre, dans un délai très rapide et à un coût direct nul pour les finances publiques.
Parmi les mesures possibles d'engager :
- l'interdiction de la publicité, à défaut d'en interdire la vente, pour les biens et services les plus dommageables pour le climat (ex., les trajets en avions, la viande issue d'élevages intensifs), ou qui ne sont pas réparables et/ou recyclables ;
- l'obligation d'information de l'empreinte CO2, avec une visibilité de l'information a minima égale à celle du prix ;
- l'obligation d'inclure un message promouvant la sobriété et l'achat d'occasion ;
- etc.
Non seulement ces mesures se passent de toute stigmatisation, mais elles s’inscrivent dans un esprit de justice sociale en évitant de susciter des frustrations pour les plus démunis et en valorisant les démarches de simplicité et de sobriété."
437,consommer,Imposer les mêmes règle a l'import,"Il me semble évidant que quel que sois les règles créés il faut les imposées aussi aux produits importés pour éviter d'exporter le problème dans d'autre pays. 
Il me semble que c'est ce qui c'est passé avec les mesures prisent jusqu’à maintenant.
Il faut donc pouvoirs évaluer l’emprunte carbone des produits importés et pouvoirs vérifier leur fabrication.
Il est tout aussi important de ne pas autoriser a l'exportation des produits dont on n’autorise pas la vente sur notre territoire ou de leur appliquer les mêmes taxes."
564,consommer,Proposer obligatoirement une alternative au neuf,"Il faudrait réduire considérablement nos achats de produits neufs ( en dehors de l’alimentation et cosmétique) : pourquoi ne pas obliger les magasins à proposer des produits d’occasion en bon état et/ou reconditionné. Exemple : pour les vêtements : un rayon neuf, et un rayon d’occasion de leur marque. Pour l’electromenager : idem avec des produits révisés. Ces produits seront moins cher puisque nous n’utiliserons pas de matières premières pour les produire à nouveau, et nous limiterons ainsi le gaspillage"
441,consommer,Pousser à consommer utile et dé-carboné,"Réduire la consommation de produit peu utile et à fort impact carbone.

L'eau: Interdire les publicités pour de l'eau en bouteille. Informé les gens qu'il est mieux de boire de l'eau du robinet.

Les emballages : réduire à la source en obligeant les supermarchés à transitionner en proposant du vrac et de la consigne de verre jusqu'à élimination des emballages (aussi avec leurs fournisseurs). 

Produits non locaux, transformés : taxer l'entreprise sur chaque produits en fonction de leurs bilan carbone (emballage, transport, transformation etc)

Numérique :  Ne faut -il pas revoir la décision de passage à la 5g qui risque d'augmenter encore plus les visualisation de vidéos sur internet? Repasser à la 3g?

Produit à fort impact : au minimum supprimer la pub pour la cohérence du discours sur certains produits (ex: voiture essence, agence voyage, avion, électronique)

Général : Réduire le nombre (et la durée ?) des coupures publicitaires à la télévision"
882,consommer,Indexer la TVA sur l'empreinte carbone,"Le principe est de déplacer la taxe carbone de l'amont, sur les énergies fossiles, vers l'aval, sur les produits et services. Les contrôles de l'empreinte carbone sont faits sur le modèle existant du contrôle de la chaîne de production alimentaire, et la note est payée sous forme de valeur ajoutée au produit ou service final. Elle permet de transformer la notion de ""pollueur payeur"" en ""pollueur alourdi"". Elle vise à favoriser les pratiques sobres, de dissuader la consommation énergivore, de favoriser les circuits cours par rapport aux circuits longs, et de permettre l'émergence d'entreprises à la portée plus locale.

Ceci est une formulation écrite et étoffée de l'intervention de Guillaume de Bordeaux, lors du jour 1, session #2 de la convention citoyenne pour le climat.

Plus de détails sont disponibles sur demande : avantages, inconvénients, réglages, évolutions, contrôles, exemples, ... Je ne peux pas tout écrire ici, étant limité à 1500 caractères.

Le principal avantage est de créer des incitations fortes à la diminution des GES :
A court terme, cela force les entreprises à optimiser leur empreinte carbone par le biais de leurs fournisseurs ou de leurs opérations, pour diminuer leurs tarifs finaux.
A moyen terme, cela entraîne l'éradication par les lois du marché des pratiques les plus carbonées, qui auront été supplantées économiquement. 
A long terme, cela pilote l'innovation vers des diminutions de l'empreinte carbone."
529,consommer,Plus de pubs absurdes !,"Arrêtons de placer la consommation comme le but ultime à atteindre.
Les politiques ou experts nous disent que c'est le consommateur qui fera la différence. Mais restons honnêtes, les moyens utilisés par les grandes entreprises pour vendre leurs produits non durables sont efficaces et c'est ici que le politique peut agir. 
Comment peut-on voir ou entendre encore des publicités pour des produits polluants, jetables, inutiles... et donc destructeurs des écosystèmes et responsables du dérèglement climatique. Il serait bien d'interdire la publicité mais comme on sait très bien que ce n'est pas possible au nom du sacro-saint libéralisme. Interdisons au moins les pubs pour les produits les plus destructeurs, et il y en a… les voitures les plus polluantes, les croisières, les aliments transformés, les produits agricoles non issus de l'agriculture biologique, les outils de bricolage montés par des enfants à l'autre bout de la planète... ça évitera la tentation d'acheter n'importe quoi, ça fera du bien à tout le monde de ne pas être inondés par ces ""informations"", et ça permet d'économiser des sommes d'argent considérables sui seront utilisées de façon bien plus intelligente. Pas d’inquiétude, pour tous ces produits promus à longueur de journée, il existe des solutions plus locales, plus écologiques et acceptables socialement. Et si on pense que ces produits sont trop chers pour le commun des mortels, c'est au politique de les rendre abordables (par l’argent non investi dans la pub?)"
651,consommer,À propos de l'intervention de Monsieur Jancovici,"Cette remarque pourrait tout aussi bien être dans la rubrique ""produire"" ou ""transversal"".

Lors de la quatrième journée de travail, Jean-Marc Jancovici s’est présenté comme membre non payé du Haut Conseil pour le Climat. Il n’a pas précisé ses autres activités.
Il a oublié de préciser qu’il est aussi président du Shift Project, un organisme financé par EDF, Vinci, Bouygues, Enedis, Saint Gobain… Il est aussi associé fondateur de Carbone 4, une entreprise qui conseille pour décarboner notamment le groupe PSA, total, safran, le groupe Lagardère, BNP-Paribas, Vinci, Bouygues Immobilier...
Monsieur Jancovici propose des pistes très intéressantes pour penser la société de demain. Je pense que dans l’ensemble il est bon de s’inspirer de ses idées. Cependant attention au risque de conflit d’intérêt lors de ses interventions, en particulier concernant le nucléaire.
Non, le nucléaire n’est pas la seule solution pour baisser les émissions de CO2. C’est une solution, mais ce n’est pas la seule et encore moins la meilleure. À ce propos, une émission sur France Culture dont le titre est : ""L'EPR : le nucléaire c'est cher et ça ne fonctionne pas"".
Mieux vaut s’inspirer d’un scénario type Negawatt : en priorité réduire les besoins en énergie, en deuxième améliorer l’efficacité des appareils, et enfin utiliser des sources d’énergie renouvelables."
805,consommer,Autoproduction et Reduction/Boycott : Les deux pilliers pour une transformation de notre Consomation ,"-Produire soi-meme, ou avec ses voisins, ses amis, et Boycotter
-Reduire drastiquement nos consommations d'energies, de biens et de capitaux

Le changement viendra des citoyen eux-meme, par un mouvement non violent, pacifique, et alors les systemes evolurons et s'adapterons. Si nous reduisons a notre echelle personnelle, familiale, locale, notre maniere de consommer, en produisant notre nouriture lorsque nous le pouvons, nos vetments, energie etc... et en Boycottant les produits non locaux, non bio, reduisant nos deplacements etc..."
401,consommer,Monnaie multidimensionnelle,"Aujourd'hui, notre monnaie est à une dimension, c'est à dire que l'équilibre et la différenciation du ""pouvoir d'achat"" entre citoyen se fait en combinant toutes les formes de consommation sur une seule dimension.

Désirer mettre en valeur l'impact carbone au milieu de tout le reste, tout autant que le droit de se nourrir ou l’accès à l’énergie est difficile sur une dimension. Grace au numérique et à internet , il est désormais possible d'envisager une monnaie a plusieurs dimensions.
Il devient alors évident de la nature des deux premières dimensions :
- le travail (correspondant a l'euro)
- l'emprunte carbone (correspondant au droit égale de chacun à consommer les ressources de la planète de chacun)
3 autres dimensions semblent pertinentes :
- le droit en eau 
- le droit en énergie 
- le droit en nourriture
Outre la dimension travail, dont le ""salaire"" passe par le travail, les autres dimensions cités sont liées à concept de salaire universel (montant versé de manière identique à chacun quotidiennement).
Les valeurs de chaque dimension peuvent être échangées contre d'autres dimensions, en particulier la personne qui ""pollue"" plus devra payer en monnaie travail le droit à consommer des ressources naturelles d'autres personnes qui de leur côté devront utiliser cet argent pour des services non polluant. En retrouvant le prix de chaque dimension au moment de l'achat, le client aura conscience de l'impact ""environnemental"" de son achat."
406,consommer,Limiter la consommation de vêtements neufs,Encadrer la mise sur le marché de vêtements neufs pour limiter à 1kg par personne et par an
446,consommer,Inciter à la déconsommation,"Arrêter de chercher la croissance à tout prix et à ""relancer la consommation des ménages"". Il faut à tout prix diminuer notre consommation dans la plupart des domaines.
On peut en particulier lutter contre la publicité commerciale en l'interdisant dans les espaces publics, sur les chaînes publiques, ou même l'interdire complètement. Ces publicités sont de toute façon payées par les consommateurs sur le prix des produits, et ne profitent qu'à une minorité de marques. Diminuer les publicités permettraient de baisser les prix et cela pourrait compenser de nouveaux impôts pour financer l'audiovisuel etc. Dans ce registre, on peut aussi imposer une plus grande sobriété sur les emballages, pour diminuer le coût du marketing.
Il faudrait aussi lutter contre l'obsolescence programmée, par exemple en imposant des durées de garanties beaucoup plus longues.
Il faut aussi en finir avec les politiques incitatives à l'achat systématique (prime à la conversion sur des véhicules, etc.)
Taxer plus fortement certains produits non-nécessaires, en fonction de leur impact environnementale"
981,consommer,Interdire progressivement la publicité dans les espaces publics,"La publicité dans les espaces publics est énergivore (écrans allumés en continu + impact de leur construction, affiches et leurs changement régulier...), pousse les individus à la consommation (qui a elle-même un gros impact) en cherchant souvent à les manipuler vers un état de manque et de désir inassouvi. Difficile de justifier de dépenser nos ressources carbone pour arriver à ce résultat.

Quelle différence possible dans le bien être de la population si les écrans qui agrippent notre attention était retirés, et les affiches remplacées par des promotions ou imageries culturelles ou naturelles...

Ce changement se ressentirait dans une modification de comportement de la population (moins consommatrice, plus satisfaite de ce qui est déjà là, meilleure santé mentale - ce qui a également un impact carboné), et une économie des ressources nécessaire à l'industrie de la publicité dans les espaces publiques."
472,consommer,Consommer différemment,"Imposer une autre PAC qui financerait une agriculture bio et centrerait la politique agricole sur la diversité des cultures pour un approvisionnement local plutôt que pour les exportations (en métropole et en DOM TOM).

Taxer d'avantage les importations.

Plus aucune ratification de traités de libres échanges typer CETA etc.

La suppression des tribunaux arbitraux, un Etat ne peut pas être mis au même rang qu'une entreprise.

Imposer les repas végétariens dans les cantines scolaires.

Favoriser l'accès au bio et local pour les populations plus précaires, avec notamment une politique de financement public qui ne soit pas négligeable (en vue par ex de subvention d'associations et afin de favoriser un bio peu cher).

Interdiction des pesticides et aide à la mise en place d'alternatives.

Interdiction des élevages intensifs (type la ferme des milles vaches etc) et interdiction des élevages en cage.

Règlementation plus stricte des abattoirs, en ce compris dans les conditions de travail des salariés de ces structures."
285,consommer,Imposer une résolution maximum pour le streaming,"La vidéo sur internet consomme beaucoup d'énergie. Plus la résolution est élevée et plus la consommation est élevée. La résolution HD (1080p) est le standard actuel et est suffisant pour quasi tous les usages. L'arrivée de nouvelles résolutions (4k, 8k et plus) est aberrante énergétiquement et n'a pas d’intérêt majeur pour les internautes. La résolution 720p est même suffisante pour beaucoup des usages actuels. La vidéo ne devrait pas être utilisée pour des usages musicaux car elle consomme beaucoup plus qu'un simple flux audio.

Je propose donc une limitation à 1080p pour la vidéo en streaming sur internet et l'interdiction des vidéos purement musicales."
461,consommer,Se battre contre la publicité : délaisser le superflu pour revenir au nécessaire,"Rarement pointée du doigt, la publicité est pourtant le moteur de la surconsommation de nos sociétés. La réduction de nos émissions commence par la réduction notre consommation (cf loi Evin de 1991 pour faire reculer du tabagisme en interdisant sa publicité).

1a) Interdire la publicité pour des produits fortement émetteurs de GES, à défaut forcer une mention légale ""ce produit a un effet néfaste sur le climat"". La première cible d'une telle mesure est l'automobile, mais les exemples pourraient être nombreux (compagnies aériennes, sports d'hiver, viande, etc...).

1b) Interdire les affichages publicitaires lumineux ou animés, qui sont en plus énergivores (métro, périphérique parisien,...). Pour les enseignes des commerces, n'autoriser l'éclairage qu'aux horaires d'ouverture.

1c) Interdire la distribution de prospectus autrement qu'en main propre (courriers non adressés, flyers sur les pare-brises, etc...)

1d) Revenir à des médias publics sans publicité. Tout média bénéficiant de la redevance devraient être exempt de publicité. Nouveaux financements à imaginer, comme une redevance majorée et allouée par le contribuable.

1e) Imposer la publication des recettes publicitaires dans les comptes des entreprises et lister les principaux annonceurs. Cette transparence pourrait freiner ou permette ensuite de cibler de futures restrictions.

Enfin, il faut trouver des moyens pour freiner le marketing sur les médias numériques qui est en forte croissance..."
462,consommer,Se rendre compte de sa pollution numérique entreprise,"Mettre en place dans les entreprises un tableau de bord publié un fois par mois montrant la pollution numérique produite : par les emails, les pj etc... + suivre les actions de réduction et mettre en place des règles d'usage de suppression automatique de tous les mails non archivés tous les 3 mois."
476,consommer, la santé devrait être un thème en tant que tel.,"Ayant déjà utilisé un commentaire dans la rubrique ""transversal""  je mets celui-ci qui est aussi ""transversal"" ici!  Se nourrir, consommer, etc. suppose d'être en bonne santé, santé  qui se détériore du fait de la dégradation de l'environnement. Ne faudrait-il pas en faire un thème en tant que tel plutôt que de l'aborder ""fondu"" dans les autres approches ?"
498,consommer,Emballages : Verre et Consigne à généraliser,"Le plastique est difficilement recyclable et le plastique recyclé ne sera jamais compatible alimentaire. Il est aujourd'hui envoyé en Asie pour être recyclé !
Seuls les emballages en verre sont réutilisables et les plus sains.
Pour que la réutilisation soit efficace économiquement et écologiquement, il faut qu'elle soit généralisée.

Je propose  :
-de créer des contenants en verre alimentaire normalisés NF (bouteilles 1l, 75cl, 25cl, bocaux 1l lait/soupe, boites 1l, 50cl...).
Le but est de limiter le nombre de références pour une réutilisation maximale et simple.
-tous ces contenants normalisés seront réutilisables et consignés. Les étiquettes devront aussi être encadrées (par exemple en papier, avec une colle facilement nettoyable).
-tous les autres contenants (non conformes aux normes, en plastique, ...) seront taxés du même montant que la consigne de même volume (pourquoi pas l'augmenter après quelques années). Cette taxe servira à financer la filière de recyclage et aidera à la conversion des utilisateurs de ces contenants (producteurs de contenu :  vins, bières, lait, soupes, ...).
Cette normalisation des contenants facilitera aussi leur usage pour la vente en vrac.

Seule cette généralisation permettra la création de filières régionales, locales, de réutilisation (collecte, lavage et redistribution) des contenants, évitant le transports trop longs et couteux en énergie, en GES."
517,consommer,Réduction des dépenses de publicité,"Interdire la distribution de prospectus publicitaires dans les boites aux lettres, y compris le publipostage. Interdire les écrans lumineux publicitaires. Interdire toute forme de publicité pour des produits énergétivores en énergie non renouvelable (en particulier les automobiles, mais également les produits alimentaires non indispensables tels que les sucreries). 
Bénéfices écologiques et sociaux attendus de ces mesures : réduire la consommation de papier (900.000 tonnes mises dans nos boites aux lettres) et d’électricité, faire baisser la consommation de produits énergétivores, faire baisser les prix des produits en réduisant les frais publicitaires (trois milliards d’euros = coût des imprimés sans adresse)."
3923,consommer,Favoriser les circuits courts,Favoriser les circuits courts avec une TVA proportionnelle à la distance entre le lieu de production et le lieu de vente des produits vendus.
839,consommer,Garantie obligatoire de 10 ans sur une majorite de produits,"Une garantie obligatoire de 10 ans sur tous les produits domestiques (machines a laver, telephones, voitures, ...).
Source d'information: rapport ""allonger la durée de vie de nos biens : la garantie a 10 ANS MAINTENANT !"""
480,consommer,Arrêter de nous prendre pour des cons-ommateurs,"Montrer, remontrer, sans relâche, les coulisses des industries de TOUS nos objets du quotidien => responsabiliser nos achats. 
Cette spirale vertueuse fonctionne sans faille :

pédagogie => connaissances => empathie pour les citoyens du monde et pour la Nature => détachement vis à vis des éléments matériels => rapidement, un bonheur différend que via la consommation s'installe => impossibilité de revenir en arrière et de surconsommer :)"
486,consommer,Gaspillage d'électricité,"Réflexion de mon petit fils de 12 ans 
Bonjour ,

  Avec plusieurs membres de ma famille, nous avons remarqué que beaucoup de grandes surfaces commerciales laissaient la majorité de  leurs armoires frigorifiques de produits alimentaires  sans porte  . En conséquence ,  la température ambiante du magasin baisse fortement ( de 10 à 15 °) car, en plus  les bâtiments qui abritent ces commerces, ne sont  pas isolés .
  Comme si nous laissions notre frigo ou notre congélateur ouvert toutes la journée !!!
  Je pense que si ces ""responsables commerciaux"" équipaient leurs armoires frigorifiques de porte , CELA SERAIT TOUT BENEF POUR LE CLIMAT...

  Cordialement 
  Bonne journée 
  Hugo"
505,consommer,Une taxe carbone tres redistributive,"Plus la taxe carbone sera élevée et plus elle pourra être redistributive Cela permettra en effet d’avoir plus de ressources pour accompagner les personnes les plus vulnérables qui vont subir le plus les conséquences du changement climatique et dans les actions à entreprendre rapidement.
Par exemple, avec une taxe importante (200 €/T) sur les émissions de CO2 des véhicules on pourrait avoir des ressources à redistribuer en trois 1/3 
1-	Rembourser à tout le monde la taxe à hauteur de la cible à atteindre à horizon 10ans.
Exemple si notre cible est à horizon 10 ans est de 5T de CO2 par personne (nous sommes aujourd’hui à 10, on rembourse à chaque Français 5 X 200 €/T= 1000 €. Pour ceux qui sont déjà à la cible ils sont totalement remboursés des taxes qu’ils ont payées.
L’argent qui reste serait partagée entre 
2-	Financer des actions qui feront réduire nos émissions de gaz à effet de serre soit au niveau national  pour nos infrastructures, soit au niveau des services publics ou des particuliers les plus vulnérables  (ex : pompe à chaleur pour remplacer les chaudières à fuel, prime à la conversion des voitures anciennes,  création d’infrastructures comme des pistes cyclables  …)
3-	Fournir une aide aux pays qui sont le plus touchés par l’évolution du Climat alors qu’ils n’ont pas été les émetteurs de gaz à effet de serre."
611,consommer,Consommer local et rester ouvert,"La Suisse propose interdit l'importation de certains fruits lorsque c'est la pleine saison chez eux.
Ainsi, plutôt que de dresser des murs, d'instaurer des droits de douanes immanquablement retoqués par l'UE, on peut définir des zones de chalandises de certains produits frais et naturels (les noix de Grenoble, les pêches de la Drôme, les olives d'Espagne, les artichauts de Bretagne, etc.), de fixer annuellement par décret la période d'exclusivité, de façon à ce que chaque producteur puisse s'y retrouver sur son propre marché, écouler sa production sans dumping, tout en recueillant l'aval des producteurs des région voisines, et ainsi nous développer non pas contre les autres producteurs, mais avec les autres.
Pour les produits frais à production annuelle (lait, beurre, etc.), en l'absence d'efficacité de la loi EGALIM sur le prix du lait, la loi devrait imposer une régulation des prix avec un prix mini, l'obligation des grandes surfaces d'écouler prioritairement la production régionale avant d'importer du lait à prix cassé.
Enfin, la déforestation étant grandement liée à la culture du soja, interdire dans l’alimentation animale indispensable aux grands fermes de production laitière notamment (mais pas que) ou les biocarburants l’usage des produits bruts ou dérivés du soja me semble indispensable."
549,consommer,Stop à la publicité,Interdire toute la publicité commerciale.
466,consommer,Une taxe carbone acceptable et efficace pour contribuer à la transition écologique ,"Le principe : une taxe qui ouvre des droits personnels aux aides à la transition écologique .
Chaque « pollueur-contributeur » , par le moyen d'une carte du type des cartes de fidélité dans les magasins, accumule des points à chaque fois qu'il paie cette taxe. Ces points ouvrent des droits aux aides correspondant à la valeur de la somme des  taxes payées .  Ces aides doivent concerner de petits  achats  (carte de transport en commun, billet de train... ) comme  des investissements  plus conséquents (isolation, pompe à chaleur, panneaux solaires , véhicule propre, systèmes industriels plus économes...). Ces aides bénéficient donc à tous. Mais ces points, ou droits aux aides , doivent être utilisés dans un délai qui sera fixé, sinon ils seront perdus. Les sommes qui n'auront pas été utilisées alimenteront une caisse devant servir à la transition écologique des collectivités locales.

L'intérêt 
Une taxe à laquelle les citoyens peuvent consentir : 
Avec ce nouveau système, chacun sait qu'il peut profiter d'une aide, et que sa contribution n'aide  pas un ménage plus aisé (les aides actuelles profitent surtout aux ménages qui peuvent effectuer des travaux ou changer de véhicule) 

Un système efficace :
Il incite tout le monde à participer à la transition écologique, les gros ""contributeurs-pollueurs"" qui ont donc accumulé beaucoup de points,  les personnes plus économes qui peuvent utiliser leurs points pour des actions plus modestes, et les collectivités locales."
612,consommer,Réformer le programme des cours de technologie du secondaire,"Tout le monde se souvient des cours de technologie au collège, généralement en 5ème et en 4ème. Fabriquer des portes clés lumineux à l'esthétique très spéciale, des horloges qui me fonctionnent pas.. tout cela n'est pas très utile et contribue à gaspiller à la fois des ressources des collèges et du temps d'apprentissage

Et si on faisait de ces cours des moments propices de formation aux enjeux de la transition vers une économie circulaire, qui prolonge la durée de vie des objets et introduit des modes de consommation plus responsable ? Il ne s'agit pas de revenir aux cours de réparation de nos grands-parents mais de donner des outils et des méthodes pour pouvoir etre acteur de la transition

Par exemple des cours d'upcycling : détourner la vocation d'un déchet pour en faire un objet nouveaux ; un projet de composteur ou de méthaniseur collectif ; un atelier pitch de projets environnementaux. Ainsi on sensibilise les adolescents en espérant leur donner envie de s'engager dans la suite de leurs études."
686,consommer,Permis carbone pour tous,"Chaque citoyen et entreprise, soit muni d'un quota de carbone à dépenser par an. Un point d'égalité pour tout le monde sans exception.

Impossibilité de revendre et acheter de points carbone.

Bien sûre il faut que chaque produits aient leur empreinte carbone d'affiché, qu'il soit produit en France ou à l'étrangé.
Ça comprend les bien,  les services le numérique et le service publique.

De facto un ça privilégiera les circuits cours et évitera la sur consommation. Pénalisera donc ce qui vient de loin ou est sur manufacturé et permettra de développer toujours plus le marché de l'occasion et l'économie circulaire.

Admettons on fait une planification sur plusieurs années (7 - 12 ans).
Où chaque année on a le droit à un peut moins, ça permettrais une adaptation progressive pour arriver à un objectif de 2T / 2.5Tco2 / habitant, importation de co2 inclus à l'horizon 2030."
583,consommer,"Changer notre façon d’acheter, sans emballage avec tarif préférentiel ","Je propose d’encourager les achats chez nos commerçants sans emballage grâce à un tarif généralisé « sans emballage » par exemple on va chez son pâtissier avec une boîte et le commerçant nous met les pâtisseries directement dans notre boîte. 
Ainsi le client repart sans emballage et un prix diminué d’un montant X correspondant à l’absence d’emballage. Et cela peut être valable pour tous les commerces et pourquoi pas les GMS.
Acheter sans emballage, c’est autant de déchets en moins dans les poubelles."
553,consommer,Recyclage du verre moins énergivore,"Si aujourd'hui il est relativement facile de déposer du verre dans des containers, il me parait totalement absurde de fondre du verre (avec des fours très énergivores) pour refaire du verre (toujours avec des fours très énergivores).
Pourquoi ne pas revenir à la ""simple"" consigne ? Je suis passé en Belgique où apparemment il est facile de déposer ses bouteilles dans une sorte d'automate qui reconnait automatiquement les bouteilles (à quelques exceptons près) et qui surtout donne de l'argent quand on donne des bouteilles.
C'est à mes yeux un moyen très incitatif pour ramener les bouteilles vides !
Il y a bien sûr un investissement important à faire en automates, mais quelle économie en énergie ! (En moyenne le verre fond à 1000° voire plus).
Avec la consigne, un simple lavage des bouteilles suffit ! 
Non seulement la consigne économise en énergie mais de plus incite chacun à ramener les bouteilles grâce à l'argent rendu. 
Cela permet à chacun de réaliser que la fabrique d'une bouteille n'est pas ""gratuit"" que ce soit écologiquement ou ou financièrement."
543,consommer,Définition d'un logement minimal décent,"Primo : pour chacun ou chaque famille en fonction de sa composition (nombre d'enfants), définir un type de logement décent non taxé (nombre et type de pièces, surface, équipement minimal...).
Secundo : taxer plus ou moins lourdement les excédents (surface, pièces, jardin, piscine, SPA, équipement superflu)."
